数据生成时间：2019-07-20 14:08
数据生成条件：
1. 时间范围：20190719
2. 时间单位：合计
3. 推广设备：移动设备，计算机
4. 投放网络：全部

账户,日期,推广计划,展现,点击,消费,平均点击价格,点击率,网页转化,电话转化,商桥转化,推广计划ID
"xa-lhyy66","2019-07-19","E-ZZY-2-[妇]-早孕-反应症状",51,7,22.76,3.25,13.73%,0,0,0,106064478
"xa-lhyy66","2019-07-19","E-ZZY-19-早孕检查",111,7,25.99,3.71,6.31%,0,0,0,106064479
"xa-lhyy66","2019-07-19","E-RL-31-[人流]医院-地域流量1-m",8,0,0.00,0.00,0.00%,0,0,0,106064484
"xa-lhyy66","2019-07-19","E-YC-66-综合",1,0,0.00,0.00,0.00%,0,0,0,106064545
"xa-lhyy66","2019-07-19","E-YC-68-非-引产-量",7,1,3.45,3.45,14.29%,0,0,0,106064550
"xa-lhyy66","2019-07-19","E-YC-76-（非地域）引产",4,0,0.00,0.00,0.00%,0,0,0,106064553
"xa-lhyy66","2019-07-19","E-ZZY-88-观察计划",35,3,2.75,0.92,8.57%,0,0,0,106669314
"xa-lhyy66","2019-07-19","E-ZZY-26-[早孕]-试纸一深一浅",106,10,45.46,4.55,9.43%,0,0,0,106793831
"xa-lhyy66","2019-07-19","E-YC-58-地-引产杂",7,0,0.00,0.00,0.00%,0,0,0,106064401
"xa-lhyy66","2019-07-19","E-YC-59-引产",3,0,0.00,0.00,0.00%,0,0,0,106064402
"xa-lhyy66","2019-07-19","E-YC-38-引产 MO",19,0,0.00,0.00,0.00%,0,0,0,106064408
"xa-lhyy66","2019-07-19","E-YC-41-引产类-费用",2,1,3.37,3.37,50.00%,0,0,0,106064411
"xa-lhyy66","2019-07-19","E-RL-56-西安人流医院-高价",63,0,0.00,0.00,0.00%,0,0,0,106064424
"xa-lhyy66","2019-07-19","E-RL-55-西安人流费用-高价",7,0,0.00,0.00,0.00%,0,0,0,106064425
"xa-lhyy66","2019-07-19","E-RL-54-西安人流-高价",16,0,0.00,0.00,0.00%,0,0,0,106064426
"xa-lhyy66","2019-07-19","E-YC-22-引产流量",4,0,0.00,0.00,0.00%,0,0,0,106064435
"xa-lhyy66","2019-07-19","E-YC-36-非地域",2,0,0.00,0.00,0.00%,0,0,0,106064436
"xa-lhyy66","2019-07-19","E-YC-18-引产",3,0,0.00,0.00,0.00%,0,0,0,106064445
"xa-lhyy66","2019-07-19","E-ZZY-11-早孕[意外怀孕]",5,0,0.00,0.00,0.00%,0,0,0,106064455
"xa-lhyy66","2019-07-19","E-HY-1西安妇科医院",54,3,25.81,8.60,5.56%,0,0,0,106064521
"xa-lhyy66","2019-07-19","E-HY-3妇科医院",14,0,0.00,0.00,0.00%,0,0,0,106064523
"xa-lhyy66","2019-07-19","E-HY-7[妇科医院1]",3,0,0.00,0.00,0.00%,0,0,0,106064526
"xa-lhyy66","2019-07-19","E-HY-8[妇科医院]",6,0,0.00,0.00,0.00%,0,0,0,106064529
"xa-lhyy66","2019-07-19","E-YC-75-引产时间",11,0,0.00,0.00,0.00%,0,0,0,106064552
"xa-lhyy66","2019-07-19","E-YC-80-（非地域）引产时间",8,1,5.52,5.52,12.50%,0,0,0,106064563
"xa-lhyy66","2019-07-19","E-YC-9-[引产]费用",2,0,0.00,0.00,0.00%,0,0,0,106064565
"xa-lhyy66","2019-07-19","E-YC-44-引产时间-费用",3,0,0.00,0.00,0.00%,0,0,0,106064410
"xa-lhyy66","2019-07-19","E-YC-42-引产流量",6,1,4.85,4.85,16.67%,0,0,0,106064412
"xa-lhyy66","2019-07-19","E-YZ-9-重点词血疙瘩",496,16,34.54,2.16,3.23%,0,0,0,106064457
"xa-lhyy66","2019-07-19","E-YZ-4-阴道炎",406,44,159.19,3.62,10.84%,0,0,0,106064461
"xa-lhyy66","2019-07-19","E-YZ-8-疼-痛",973,56,141.95,2.53,5.76%,0,0,0,106064462
"xa-lhyy66","2019-07-19","E-YZ-7-妇科炎症",192,13,33.05,2.54,6.77%,0,0,0,106064463
"xa-lhyy66","2019-07-19","E-ZZY-25-早孕[意外怀孕]",1,0,0.00,0.00,0.00%,0,0,0,106064469
"xa-lhyy66","2019-07-19","E-YZ-30外阴瘙痒",327,14,31.02,2.22,4.28%,0,0,0,106064480
"xa-lhyy66","2019-07-19","E-FKJC-1-妇科检查",501,11,201.45,18.31,2.20%,0,0,0,106064514
"xa-lhyy66","2019-07-19","E-FKJC-2-非-妇科检查",180,1,15.32,15.32,0.56%,0,0,0,106064515
"xa-lhyy66","2019-07-19","E-FKJC-3-综合",444,10,53.51,5.35,2.25%,0,0,0,106064516
"xa-lhyy66","2019-07-19","E-FKJC-4-妇科检查",879,14,176.70,12.62,1.59%,0,0,0,106064517
"xa-lhyy66","2019-07-19","E-FKJC-5-[妇科检查]",427,11,188.51,17.14,2.58%,0,0,0,106064518
"xa-lhyy66","2019-07-19","E-FKJC-6-[妇科检查]",89,1,5.71,5.71,1.12%,0,0,0,106064519
"xa-lhyy66","2019-07-19","E-HY-6[区域医院]",1,0,0.00,0.00,0.00%,0,0,0,106064525
"xa-lhyy66","2019-07-19","E-HY-9地域-妇科医院",15,0,0.00,0.00,0.00%,0,0,0,106064527
"xa-lhyy66","2019-07-19","E-YZ-10-疙瘩-痘-泡",1304,55,152.12,2.77,4.22%,0,0,0,106064534
"xa-lhyy66","2019-07-19","E-YZ-11-阴道炎",415,32,100.32,3.14,7.71%,0,0,0,106064537
"xa-lhyy66","2019-07-19","E-YZ-14-妇科炎症",563,54,128.26,2.38,9.59%,0,0,0,106064538
"xa-lhyy66","2019-07-19","E-YZ-12-疙瘩水泡痘痘",173,4,11.57,2.89,2.31%,0,0,0,106064540
"xa-lhyy66","2019-07-19","E-YZ-15-阴道口-红-点",373,12,31.02,2.59,3.22%,0,0,0,106064541
"xa-lhyy66","2019-07-19","E-YC-85-引产",1,0,0.00,0.00,0.00%,0,0,0,106064567
"xa-lhyy66","2019-07-19","E-YL-2-[药流]西安医院-地域 新",5,0,0.00,0.00,0.00%,0,0,0,106064574
"xa-lhyy66","2019-07-19","E-YZ-29外阴异常",328,25,63.66,2.55,7.62%,0,0,0,106064577
"xa-lhyy66","2019-07-19","E-YZ-24-阴道炎",357,27,56.28,2.08,7.56%,0,0,0,106064579
"xa-lhyy66","2019-07-19","E-YZ-1-阴道炎-治疗",135,8,49.18,6.15,5.93%,0,0,0,106064580
"xa-lhyy66","2019-07-19","E-YZ-17-[阴道炎]",596,40,110.45,2.76,6.71%,0,0,0,106064581
"xa-lhyy66","2019-07-19","E-RL-44-人流",9,0,0.00,0.00,0.00%,0,0,0,106064501
"xa-lhyy66","2019-07-19","E-PP-4-品牌词-(病种)",2,1,12.52,12.52,50.00%,0,0,0,106064530
"xa-lhyy66","2019-07-19","E-YC-78-非-引产",1,0,0.00,0.00,0.00%,0,0,0,106064559
"xa-lhyy66","2019-07-19","E-YC-87-引流",4,0,0.00,0.00,0.00%,0,0,0,106064560
"xa-lhyy66","2019-07-19","E-YC-15-时间-西安",3,0,0.00,0.00,0.00%,0,0,0,106064446
"xa-lhyy66","2019-07-19","E-HY-2妇科医院",4,0,0.00,0.00,0.00%,0,0,0,106064522
"xa-lhyy66","2019-07-19","E-RL-34-（非地域）打胎",19,0,0.00,0.00,0.00%,0,0,0,106064506
"xa-lhyy66","2019-07-19","E-YZ-2-阴道炎-医院",14,1,5.44,5.44,7.14%,0,0,0,106064481
"xa-lhyy66","2019-07-19","E-RL-16-[人流]医院-m",5,0,0.00,0.00,0.00%,0,0,0,106064489
"xa-lhyy66","2019-07-19","E-HY-4妇科医院",8,0,0.00,0.00,0.00%,0,0,0,106064524
"xa-lhyy66","2019-07-19","E-YC-81-[引产全词]",3,0,0.00,0.00,0.00%,0,0,0,106064557
"xa-lhyy66","2019-07-19","E-PP-5-品牌抢排名",5,0,0.00,0.00,0.00%,0,0,0,106865485
"xa-lhyy66","2019-07-19","E-YZ-13-阴道疙瘩",2,0,0.00,0.00,0.00%,0,0,0,106064543
"xa-lhyy66","2019-07-19","E-YC-72-（非地域）引产",1,0,0.00,0.00,0.00%,0,0,0,106064549
"xa-lhyy66","2019-07-19","E-YC-69-时间",1,0,0.00,0.00,0.00%,0,0,0,106064551
"xa-lhyy66","2019-07-19","E-YC-74-费用",1,0,0.00,0.00,0.00%,0,0,0,106064555
"xa-lhyy66","2019-07-19","E-YC-8-[引产]医院-地域",1,0,0.00,0.00,0.00%,0,0,0,106064556
"xa-lhyy66","2019-07-19","E-YC-84-引流",2,0,0.00,0.00,0.00%,0,0,0,106064562
"xa-lhyy66","2019-07-19","E-YZ-28-尿道炎",72,4,12.18,3.05,5.56%,0,0,0,106064578
"xa-lhyy66","2019-07-19","E-YC-50-地域",3,0,0.00,0.00,0.00%,0,0,0,106064413
"xa-lhyy66","2019-07-19","E-YZ-5-尿道炎女",8,1,1.80,1.80,12.50%,0,0,0,106064460
"xa-lhyy66","2019-07-19","E-YZ-3-阴道炎-费用",1,0,0.00,0.00,0.00%,0,0,0,106064447
"xa-lhyy","2019-07-19","C-ZZY-12 [怀孕]-早孕",38,3,8.71,2.90,7.89%,0,0,0,74371616
"xa-lhyy","2019-07-19","C-ZZY-11 [怀孕]-月推",1170,87,203.81,2.34,7.44%,0,0,0,74371619
"xa-lhyy","2019-07-19","C-ZZY-14[早孕]-早孕测试",209,6,18.06,3.01,2.87%,0,0,0,91483533
"xa-lhyy","2019-07-19","C-ZZY-13 [早孕]-查早孕",219,6,20.13,3.36,2.74%,0,0,0,91483534
"xa-lhyy","2019-07-19","C-RL-38人流费用",156,6,38.34,6.39,3.85%,0,0,0,106067185
"xa-lhyy","2019-07-19","C-RL-39意外怀孕",396,11,69.84,6.35,2.78%,0,0,0,106067190
"xa-lhyy","2019-07-19","C-RL-2无痛人流-医院-xj",2,0,0.00,0.00,0.00%,0,0,0,106067192
"xa-lhyy","2019-07-19","C-RL-30胎停育",314,7,28.55,4.08,2.23%,0,0,0,106067193
"xa-lhyy","2019-07-19","C-RL-28时间-打掉",36,0,0.00,0.00,0.00%,0,0,0,106067194
"xa-lhyy","2019-07-19","C-RL-33西安",205,4,27.06,6.77,1.95%,0,0,0,106067196
"xa-lhyy","2019-07-19","C-RL-34流产时间",13,0,0.00,0.00,0.00%,0,0,0,106067197
"xa-lhyy","2019-07-19","C-RL-32非-人流时间",75,0,0.00,0.00,0.00%,0,0,0,106067199
"xa-lhyy","2019-07-19","C-RL-49人流医院-区域",26,0,0.00,0.00,0.00%,0,0,0,106067205
"xa-lhyy","2019-07-19","C-RL-65流产流量",113,1,8.43,8.43,0.88%,0,0,0,106067216
"xa-lhyy","2019-07-19","C-RL-67流产",10,0,0.00,0.00,0.00%,0,0,0,106067218
"xa-lhyy","2019-07-19","C-RL-62流产时间",44,1,8.70,8.70,2.27%,0,0,0,106067219
"xa-lhyy","2019-07-19","C-RL-6人流-医院-西安-xj",4,1,13.58,13.58,25.00%,0,0,0,106067227
"xa-lhyy","2019-07-19","C-RL-42无痛人流医院-区域",1,0,0.00,0.00,0.00%,0,0,0,106067232
"xa-lhyy","2019-07-19","C-RL-96堕胎",24,1,9.64,9.64,4.17%,0,0,0,106067237
"xa-lhyy","2019-07-19","C-RL-A7时间",14,0,0.00,0.00,0.00%,0,0,0,106067241
"xa-lhyy","2019-07-19","C-RL-A8时间-不要",84,1,8.55,8.55,1.19%,0,0,0,106067242
"xa-lhyy","2019-07-19","C-RL-99打胎",14,0,0.00,0.00,0.00%,0,0,0,106067244
"xa-lhyy","2019-07-19","C-RL-A2打掉",50,1,8.07,8.07,2.00%,0,0,0,106067245
"xa-lhyy","2019-07-19","C-RL-A4人流 MO 时间",159,6,30.99,5.17,3.77%,0,0,0,106067247
"xa-lhyy","2019-07-19","C-RL-B4人流医院",35,2,11.26,5.63,5.71%,0,0,0,106067250
"xa-lhyy","2019-07-19","C-RL-B2意外怀孕",61,4,19.08,4.77,6.56%,0,0,0,106067252
"xa-lhyy","2019-07-19","C-RL-C1人流流量",12,1,4.20,4.20,8.33%,0,0,0,106067260
"xa-lhyy","2019-07-19","C-RL-7人流-医院-xj",19,2,13.70,6.85,10.53%,0,0,0,106067264
"xa-lhyy","2019-07-19","C-RL-78打胎流量",13,1,8.79,8.79,7.69%,0,0,0,106067266
"xa-lhyy","2019-07-19","C-RL-79人流时间",180,6,35.94,5.99,3.33%,0,0,0,106067267
"xa-lhyy","2019-07-19","C-RL-82打胎堕胎sj",18,0,0.00,0.00,0.00%,0,0,0,106067268
"xa-lhyy","2019-07-19","C-RL-81打胎堕胎sj",176,6,33.99,5.67,3.41%,0,0,0,106067270
"xa-lhyy","2019-07-19","C-RL-81打胎时间-西安",7,0,0.00,0.00,0.00%,0,0,0,106067271
"xa-lhyy","2019-07-19","C-RL-87人流类-时间",390,19,116.23,6.12,4.87%,0,0,0,106067273
"xa-lhyy","2019-07-19","C-RL-84(人流时间)",41,1,3.67,3.67,2.44%,0,0,0,106067274
"xa-lhyy","2019-07-19","C-RL-93人流 MO（低价）",238,6,31.50,5.25,2.52%,0,0,0,106067282
"xa-lhyy","2019-07-19","C-YC-13引流",34,2,20.44,10.22,5.88%,0,0,0,106067284
"xa-lhyy","2019-07-19","C-YC-10引产",11,1,3.69,3.69,9.09%,0,0,0,106067287
"xa-lhyy","2019-07-19","C-YC-18[引产]怀孕月份",38,2,7.13,3.57,5.26%,0,0,0,106067288
"xa-lhyy","2019-07-19","C-YC-15引产 MO",67,3,18.67,6.22,4.48%,0,0,0,106067294
"xa-lhyy","2019-07-19","C-RL-D1人流(DJ)",219,11,63.50,5.77,5.02%,0,0,0,106067300
"xa-lhyy","2019-07-19","C-RL-D8流产流量",115,6,39.74,6.62,5.22%,0,0,0,106067307
"xa-lhyy","2019-07-19","C-RL-D9人流时间(综合)",247,14,77.45,5.53,5.67%,0,0,0,106067308
"xa-lhyy","2019-07-19","C-RL-E3宫外孕",69,4,19.46,4.87,5.80%,0,0,0,106067313
"xa-lhyy","2019-07-19","C-RL-E5（非地域）人流",97,1,6.80,6.80,1.03%,0,0,0,106067315
"xa-lhyy","2019-07-19","C-RL-F5治疗",11,0,0.00,0.00,0.00%,0,0,0,106067320
"xa-lhyy","2019-07-19","C-SQH-1上取环",999,63,191.62,3.04,6.31%,0,0,0,106067326
"xa-lhyy","2019-07-19","C-YJ-12月经推迟",293,42,89.53,2.13,14.33%,0,0,0,106067338
"xa-lhyy","2019-07-19","C-YJ-13例假推迟早孕",209,18,39.60,2.20,8.61%,0,0,0,106067339
"xa-lhyy","2019-07-19","C-YZ-12阴道炎",1658,114,416.25,3.65,6.88%,0,0,0,106067346
"xa-lhyy","2019-07-19","C-YZ-3宫颈炎",233,13,36.59,2.81,5.58%,0,0,0,106067347
"xa-lhyy","2019-07-19","C-YZ-11尿道炎",20,0,0.00,0.00,0.00%,0,0,0,106067349
"xa-lhyy","2019-07-19","C-YZ-10疼-痛",697,51,145.34,2.85,7.32%,0,0,0,106067352
"xa-lhyy","2019-07-19","C-YC-38引产时间",40,0,0.00,0.00,0.00%,0,0,0,106067360
"xa-lhyy","2019-07-19","C-YC-37引产",1,0,0.00,0.00,0.00%,0,0,0,106067361
"xa-lhyy","2019-07-19","C-YC-34时间-西安",2,0,0.00,0.00,0.00%,0,0,0,106067364
"xa-lhyy","2019-07-19","C-YC-5时间-XXX",57,0,0.00,0.00,0.00%,0,0,0,106067376
"xa-lhyy","2019-07-19","C-YC-43引产流量",242,8,37.95,4.74,3.31%,0,0,0,106067383
"xa-lhyy","2019-07-19","C-RL-27人流-重点",68,0,0.00,0.00,0.00%,0,0,0,106067385
"xa-lhyy","2019-07-19","C-RL-26计生怀孕",301,12,86.55,7.21,3.99%,0,0,0,106067386
"xa-lhyy","2019-07-19","C-RL-25流产",207,7,45.75,6.54,3.38%,0,0,0,106067387
"xa-lhyy","2019-07-19","C-RL-23人流类-偏词",1169,58,268.63,4.63,4.96%,0,0,0,106067388
"xa-lhyy","2019-07-19","C-RL-24人流",318,13,87.77,6.75,4.09%,0,0,0,106067389
"xa-lhyy","2019-07-19","C-RL-21打孩子",361,4,20.41,5.10,1.11%,0,0,0,106067390
"xa-lhyy","2019-07-19","C-RL-22打胎流量-西安",817,34,217.36,6.39,4.16%,0,0,0,106067391
"xa-lhyy","2019-07-19","C-HY-7妇科医院",13,1,1.17,1.17,7.69%,0,0,0,106067394
"xa-lhyy","2019-07-19","C-HY-8地域-妇科医院",70,3,18.45,6.15,4.29%,0,0,0,106067395
"xa-lhyy","2019-07-19","C-QT-2 妇科咨询",63,3,2.58,0.86,4.76%,0,0,0,106067397
"xa-lhyy","2019-07-19","C-GJ-2宫颈糜烂",1,0,0.00,0.00,0.00%,0,0,0,106067403
"xa-lhyy","2019-07-19","C-HY-6西安的医院挂号",31,2,2.21,1.11,6.45%,0,0,0,106067405
"xa-lhyy","2019-07-19","C-HY-4西安妇科医院",50,3,8.99,3.00,6.00%,0,0,0,106067407
"xa-lhyy","2019-07-19","C-RL-17流产-2时间-xj",26,1,5.78,5.78,3.85%,0,0,0,106067411
"xa-lhyy","2019-07-19","C-RL-1药流流量-xj",61,1,7.65,7.65,1.64%,0,0,0,106067414
"xa-lhyy","2019-07-19","C-QT-3妇科在线咨询医生",60,1,0.90,0.90,1.67%,0,0,0,106067419
"xa-lhyy","2019-07-19","C-RL-10人流流量-xj",131,1,7.00,7.00,0.76%,0,0,0,106067420
"xa-lhyy","2019-07-19","C-RL-12人流-费用-xj",53,4,25.45,6.36,7.55%,0,0,0,106067422
"xa-lhyy","2019-07-19","C-BYBY-3不孕不育",80,4,30.21,7.55,5.00%,0,0,0,106067424
"xa-lhyy","2019-07-19","C-BYBY-2不怀孕",388,21,54.02,2.57,5.41%,0,0,0,106067425
"xa-lhyy","2019-07-19","C-YZ-52阴道出血",208,16,34.71,2.17,7.69%,0,0,0,106067426
"xa-lhyy","2019-07-19","C-YZ-51阴道出血",316,31,74.04,2.39,9.81%,0,0,0,106067427
"xa-lhyy","2019-07-19","C-FKJC-2妇科检查",95,5,23.99,4.80,5.26%,0,0,0,106067428
"xa-lhyy","2019-07-19","C-FKJC-1综合",67,7,21.29,3.04,10.45%,0,0,0,106067429
"xa-lhyy","2019-07-19","C-YZ-2白带异常-血丝",5,0,0.00,0.00,0.00%,0,0,0,106067432
"xa-lhyy","2019-07-19","C-YZ-41白带",297,36,56.38,1.57,12.12%,0,0,0,106067433
"xa-lhyy","2019-07-19","C-YZ-42白带",221,23,33.53,1.46,10.41%,0,0,0,106067434
"xa-lhyy","2019-07-19","C-YZ-4妇科炎症",913,59,191.67,3.25,6.46%,0,0,0,106067435
"xa-lhyy","2019-07-19","C-YZ-6症状综合",433,16,58.69,3.67,3.70%,0,0,0,106067436
"xa-lhyy","2019-07-19","C-YZ-5妇科炎症",62,4,14.10,3.53,6.45%,0,0,0,106067437
"xa-lhyy","2019-07-19","C-YZ-77重点词血疙瘩",828,60,163.22,2.72,7.25%,0,0,0,106067438
"xa-lhyy","2019-07-19","C-YZ-7汇总词",22,3,6.07,2.02,13.64%,0,0,0,106067439
"xa-lhyy","2019-07-19","C-ZZY-2早孕检查",399,30,77.66,2.59,7.52%,0,0,0,106067441
"xa-lhyy","2019-07-19","C-ZZY-5早孕测试(早孕B超)",82,6,17.91,2.99,7.32%,0,0,0,106067442
"xa-lhyy","2019-07-19","C-ZZY-4验孕棒试纸",333,42,170.50,4.06,12.61%,0,0,0,106067443
"xa-lhyy","2019-07-19","C-ZZY-7验孕",331,36,136.58,3.79,10.88%,0,0,0,106067444
"xa-lhyy","2019-07-19","C-ZZY-6早孕测试(推迟)",423,39,145.10,3.72,9.22%,0,0,0,106067445
"xa-lhyy","2019-07-19","C-ZZY-9早孕",63,5,19.66,3.93,7.94%,0,0,0,106067446
"xa-lhyy","2019-07-19","C-YZ-9妇科类-症状词",114,8,32.71,4.09,7.02%,0,0,0,106067448
"xa-lhyy","2019-07-19","C-ZX-10私密[阴唇整形]",79,6,11.36,1.89,7.59%,0,0,0,106067449
"xa-lhyy","2019-07-19","C-ZX-3 阴道紧缩术",7,0,0.00,0.00,0.00%,0,0,0,106067450
"xa-lhyy","2019-07-19","C-ZX-5处女膜修复JJ",30,2,2.02,1.01,6.67%,0,0,0,106067451
"xa-lhyy","2019-07-19","C-YZ-8宫颈糜烂",504,26,72.36,2.78,5.16%,0,0,0,106067456
"xa-lhyy","2019-07-19","C-ZX-1 妇科整形下拉词",9,0,0.00,0.00,0.00%,0,0,0,106067457
"xa-lhyy","2019-07-19","C-ZX-4 阴道松弛",59,3,2.84,0.95,5.08%,0,0,0,106067459
"xa-lhyy","2019-07-19","C-ZZY-ZY12-早孕-试纸",413,48,126.24,2.63,11.62%,0,0,0,106301044
"xa-lhyy","2019-07-19","C-ZZY-ZY13-早孕-推迟",91,6,24.24,4.04,6.59%,0,0,0,106301045
"xa-lhyy","2019-07-19","C-ZZY-ZY14-早孕-医院",3,0,0.00,0.00,0.00%,0,0,0,106301046
"xa-lhyy","2019-07-19","C-ZZY-ZY17-早孕-咨询",2,0,0.00,0.00,0.00%,0,0,0,106301049
"xa-lhyy","2019-07-19","C-ZZY-ZY10-早孕-其他",83,6,21.25,3.54,7.23%,0,0,0,106301086
"xa-lhyy","2019-07-19","C-ZZY-ZY11-早孕-时间",7,0,0.00,0.00,0.00%,0,0,0,106301087
"xa-lhyy","2019-07-19","C-ZZY-ZY03-早孕-查早孕类词",52,3,12.30,4.10,5.77%,0,0,0,106301088
"xa-lhyy","2019-07-19","C-ZZY-ZY04-早孕-查早孕时间",43,8,33.60,4.20,18.60%,0,0,0,106301089
"xa-lhyy","2019-07-19","C-ZZY-ZY08-早孕-检查",13,0,0.00,0.00,0.00%,0,0,0,106301093
"xa-lhyy","2019-07-19","C-ZZY-ZY06-早孕-费用",13,0,0.00,0.00,0.00%,0,0,0,106301095
"xa-lhyy","2019-07-19","C-YZ-YZ05-白带异常",846,95,235.82,2.48,11.23%,0,0,0,106301097
"xa-lhyy","2019-07-19","C-YZ-YZ02-性病",31,1,5.82,5.82,3.23%,0,0,0,106301098
"xa-lhyy","2019-07-19","C-YZ-YZ03-外阴炎",106,10,41.65,4.17,9.43%,0,0,0,106301099
"xa-lhyy","2019-07-19","C-YZ-YZ08-宫颈炎",31,3,3.44,1.15,9.68%,0,0,0,106301100
"xa-lhyy","2019-07-19","C-YZ-YZ06-妇科炎症",35,2,16.66,8.33,5.71%,0,0,0,106301102
"xa-lhyy","2019-07-19","C-YZ-YZ07-附件炎",14,0,0.00,0.00,0.00%,0,0,0,106301103
"xa-lhyy","2019-07-19","RL10-人流-无痛",40,1,7.93,7.93,2.50%,0,0,0,106301104
"xa-lhyy","2019-07-19","RL12-人流-意外",100,5,32.48,6.50,5.00%,0,0,0,106301106
"xa-lhyy","2019-07-19","RL14-人流-重点",41,2,19.75,9.88,4.88%,0,0,0,106301108
"xa-lhyy","2019-07-19","SQH-上取环",56,4,6.67,1.67,7.14%,0,0,0,106301109
"xa-lhyy","2019-07-19","C-YZ-YZ01-阴道炎",921,87,335.90,3.86,9.45%,0,0,0,106301111
"xa-lhyy","2019-07-19","RL03-人流-费用",49,3,28.16,9.39,6.12%,0,0,0,106301113
"xa-lhyy","2019-07-19","RL04-人流-流产",108,5,35.28,7.06,4.63%,0,0,0,106301114
"xa-lhyy","2019-07-19","RL05-人流-名词",34,1,4.94,4.94,2.94%,0,0,0,106301115
"xa-lhyy","2019-07-19","RL07-人流-清宫",169,9,34.87,3.87,5.33%,0,0,0,106301117
"xa-lhyy","2019-07-19","RL09-人流-时间",389,7,52.80,7.54,1.80%,0,0,0,106301119
"xa-lhyy","2019-07-19","RL01-人流-打胎",326,11,85.99,7.82,3.37%,0,0,0,106301121
"xa-lhyy","2019-07-19","C-FKJC21-孕前检查",152,7,18.94,2.71,4.61%,0,0,0,106301122
"xa-lhyy","2019-07-19","GJ07-子宫息肉",70,1,3.38,3.38,1.43%,0,0,0,106301126
"xa-lhyy","2019-07-19","GJ05-卵巢囊肿",23,2,2.65,1.33,8.70%,0,0,0,106301128
"xa-lhyy","2019-07-19","GJ06-子宫肌瘤",3,0,0.00,0.00,0.00%,0,0,0,106301129
"xa-lhyy","2019-07-19","GJ03-宫颈囊肿",76,10,15.97,1.60,13.16%,0,0,0,106301130
"xa-lhyy","2019-07-19","GJ04-宫颈息肉",91,7,15.86,2.27,7.69%,0,0,0,106301131
"xa-lhyy","2019-07-19","GJ01-宫颈肥大",116,21,41.10,1.96,18.10%,0,0,0,106301132
"xa-lhyy","2019-07-19","GJ02-宫颈糜烂",12,2,2.33,1.17,16.67%,0,0,0,106301133
"xa-lhyy","2019-07-19","FKJC01-妇科检查",114,5,12.42,2.48,4.39%,0,0,0,106301134
"xa-lhyy","2019-07-19","C-ZZY-10[怀孕]-测孕",933,68,199.12,2.93,7.29%,0,0,0,74371610
"xa-lhyy","2019-07-19","C-RL-46无痛人流流量",17,0,0.00,0.00,0.00%,0,0,0,106067204
"xa-lhyy","2019-07-19","C-RL-5无痛人流-2时间-xj",1,0,0.00,0.00,0.00%,0,0,0,106067211
"xa-lhyy","2019-07-19","C-RL-A1打孩子-费用",12,0,0.00,0.00,0.00%,0,0,0,106067246
"xa-lhyy","2019-07-19","C-YC-11引产",11,1,3.91,3.91,9.09%,0,0,0,106067290
"xa-lhyy","2019-07-19","C-YC-14引产 1",2,0,0.00,0.00,0.00%,0,0,0,106067291
"xa-lhyy","2019-07-19","C-RL-D6打胎,流产",5,0,0.00,0.00,0.00%,0,0,0,106067305
"xa-lhyy","2019-07-19","C-RL-E8（非地域）流产",18,1,2.73,2.73,5.56%,0,0,0,106067314
"xa-lhyy","2019-07-19","C-RL-F2非地域-人流医院",9,0,0.00,0.00,0.00%,0,0,0,106067321
"xa-lhyy","2019-07-19","C-RL-F6堕胎流量",9,0,0.00,0.00,0.00%,0,0,0,106067325
"xa-lhyy","2019-07-19","C-YL-1药流综合",8,0,0.00,0.00,0.00%,0,0,0,106067337
"xa-lhyy","2019-07-19","C-YJ-10月经不调",52,9,10.27,1.14,17.31%,0,0,0,106067340
"xa-lhyy","2019-07-19","C-YZ-13妇科类-炎症",28,2,2.65,1.33,7.14%,0,0,0,106067351
"xa-lhyy","2019-07-19","C-YC-36引产时间",1,0,0.00,0.00,0.00%,0,0,0,106067366
"xa-lhyy","2019-07-19","C-PP-3西安莲湖生殖妇科医院",16,4,11.33,2.83,25.00%,0,0,0,106067399
"xa-lhyy","2019-07-19","C-ZZY-3早孕检查(血hcg)",847,65,247.29,3.80,7.67%,0,0,0,106067440
"xa-lhyy","2019-07-19","C-ZZY-8早孕",36,1,1.64,1.64,2.78%,0,0,0,106067447
"xa-lhyy","2019-07-19","C-ZZY-1早孕二",121,13,48.91,3.76,10.74%,0,0,0,106067454
"xa-lhyy","2019-07-19","C-ZX-9阴道紧缩JJ",11,0,0.00,0.00,0.00%,0,0,0,106067455
"xa-lhyy","2019-07-19","C-ZZY-ZY05-早孕-多少钱",5,0,0.00,0.00,0.00%,0,0,0,106301094
"xa-lhyy","2019-07-19","C-YZ-YZ04-生殖器炎",5,1,2.81,2.81,20.00%,0,0,0,106301096
"xa-lhyy","2019-07-19","YJ-月经不调",188,18,52.05,2.89,9.57%,0,0,0,106301110
"xa-lhyy","2019-07-19","RL08-人流-商机",11,0,0.00,0.00,0.00%,0,0,0,106301118
"xa-lhyy","2019-07-19","C-ZZY-ZZY-观察计划",25,0,0.00,0.00,0.00%,0,0,0,106667753
"xa-lhyy","2019-07-19","C-PP-05 [品牌]-莲湖生殖2",26,3,14.97,4.99,11.54%,0,0,0,73104600
"xa-lhyy","2019-07-19","C-RL-37人流医院",1,0,0.00,0.00,0.00%,0,0,0,106067184
